أبو الفرج عبد الرحمن ابن الجوزي	عبد الرحمن بن علي بن محمد بن الجوزي أبو الفرج	y
أبو منصور عبد الملك عبد الملك بن محمد بن إسماعيل الثعالبي	عبد الملك بن محمد بن إسماعيل أبو منصور الثعالبي (المتوفى: 429هـ)	y
أبو الفتح محمد بن الحسين بن أحمد بن عبد الله بن بريدة الموصلي الأزدي (المتوفى: 374هـ)	محمد بن أحمد بن الحسين	n
أحمد بن الحسين البيهقي أبو بكر	أحمد بن الحسين بن علي بن موسى أبو بكر البيهقي	y
أبو الفضل عبيد الله بن عبد الرحمن بن محمد بن عبيد الله بن سعد بن إبراهيم (المتوفى : 381هـ)	عبيد الله بن عبد الرحمن بن محمد بن عبيد الله بن سعد بن إبراهيم بن عبد الرحمن بن عوف العوفي، الزهري، القرشي، أبو الفضل البغدادي (المتوفى: 381هـ)	y
أبو الفضل زين الدين عبد الرحيم بن الحسين بن عبد الرحمن بن أبي بكر بن إبراهيم العراقي (المتوفى: 806هـ)	زين الدين أبو الفضل عبد الرحيم بن الحسين العراقي	y
أحمد بن الحسين بن علي بن موسى أبو بكر البيهقي	البيهقي	y
أبو بكر أحمد بن الحسين بن علي بن موسى البيهقي	أحمد بن الحسين بن علي بن موسى أبو بكر البيهقي	y
أبو البقاء عبد الله بن الحسين بن عبد الله العكبري	أبو البقاء عبد الله بن الحسين بن عبد الله العكبري البغدادي محب الدين (المتوفى: 616هـ)	y
أبو بشر محمد بن أحمد بن حماد الدولابي	الإمام الحافظ أبو بشر محمد بن أحمد بن حماد الدولابي	y
أبو الحسن علي بن إسماعيل بن سيده المرسي	علي بن إسماعيل بن سيده (المتوفى : 458هـ)	y
أبو الخير محمد بن أحمد بن محمد بن عمر بن القاسم بن عبد الله بن علي بن إسحاق بن سندار الأصبهاني، المقدر، المهندس، المؤذن، الصوفي، شهر بالباغبان. (المتوفى: 559هـ)	أحمد محمد عبد الله	n
أبو القاسم خلف بن عبد الملك بن بشكوال (المتوفى: 578 هـ)	خلف بن عبد الملك بن بشكوال أبو القاسم	y
أبو بكر عبد الله بن محمد بن عبيد البغدادي (ابن أبي الدنيا)	أبو بكر عبد الله بن محمد بن عبيد بن أبي الدنيا (المتوفى : 281هـ)	y
أبو القاسم علي بن جعفر السعدي	علي بن جعفر بن علي السعدي، أبو القاسم، المعروف بابن القطاع الصقلي (المتوفى: 515هـ)	y
أبو الحسن علي بن أبي الكرم محمد بن محمد بن عبد الكريم الشيباني	الشيباني	n
أبو العباس، شهاب الدين، أحمد بن يوسف بن عبد الدائم المعروف بالسمين الحلبي (المتوفى: 756هـ)	أحمد بن يوسف بن عبد الدائم المعروف بالسمين الحلبي (المتوفى : 756هـ)	y
أبو الفرج عبد الرحمن بن الجوزي الحنبلي	عبد الرحمن بن نجم بن عبد الوهاب الجزري السعدي العبادي، أبو الفرج، ناصح الدين ابن الحنبلي (المتوفى: 634هـ)	n
أبو الفضل محمد بن أبي الحسين أحمد بن محمد بن عمار بن محمد بن حازم بن المعلى بن الجارود الجارودي، الهروي، الشهيد (المتوفى: 317هـ)	محمد بن أحمد بن الحسين	n
علي بن عمر أبو الحسن الدارقطني البغدادي	علي بن عمر بن أحمد الدارقطني أبو الحسن	y
أبو أحمد عبد الله بن عدي بن عبد الله بن محمد ابن مبارك بن القطان الجرجاني (المتوفى: 365هـ)	عبد الله بن عدي	y
أبو الفضل العراقي	عبد الرحيم العراقي	y
أبو الفضل أحمد بن محمد الميداني النيسابوري	أبو الفضل أحمد بن محمد بن إبراهيم الميداني النيسابوري (المتوفى: 518هـ)	y
أحمد بن علي بن حجر	أحمد بن علي بن محمد بن علي بن حجر العسقلاني	y
أبو عبد الله محمد بن فتوح بن عبد الله الحميدي (المتوفى : 488هـ)	عبد الله بن يوسف بن محمد بن حيويه الجويني، أبو محمد (المتوفى: 438هـ)	n
أبو المعالي عبد الملك بن عبد الله بن يوسف الجويني	عبد الملك بن عبد الله بن يوسف بن محمد الجويني، أبو المعالي، ركن الدين، الملقب بإمام الحرمين (المتوفى: 478هـ)	y
أبو بكر أحمد بن الحسين البيهقي	البيهقي	y
أبو أحمد بن عدي الجرجاني (المتوفى: 365هـ)	الجرجاني	n
أبو الفضائل أحمد بن محمد بن المظفر بن المختار الرازي	الرازي	n
أبو بكر بن أبي عاصم وهو أحمد بن عمرو بن الضحاك بن مخلد الشيباني (المتوفى: 287هـ)	أحمد بن عمرو بن أبي عاصم الضحاك أبو بكر	y
أبو بكر أحمد بن علي بن ثابت الخطيب البغدادي (المتوفى: 463هـ)	أحمد بن علي أبو بكر الخطيب البغدادي	y
أحمد بن علي المقريزي	أحمد بن علي بن عبد القادر، أبو العباس الحسيني العبيدي، تقي الدين المقريزي (المتوفى: 845هـ)	y
أبو منصور عبد الملك بن محمد بن إسماعيل الثعالبي	أبي منصور عبد الملك بن محمد بن إسماعيل الثعالبي	y
أبو بكر أحمد بن محمد بن أبي بكر بن مردويه	ابن مردويه	y
أبو الحسن ظهير الدين علي بن زيد البيهقي ، الشهير بابن فندمه (المتوفى : 565هـ)	ظهير الدين علي بن زيد البيهقي (المتوفى : 565هـ)	y
أبو الفرج عبد الرحمن بن الجوزي	أبو الفرج عبد الرحمن بن علي بن الجوزي	y
أبو الفضل محمد بن طاهر المقدسي المعروف بابن القيسراني	محمد بن طاهر المقدسي	y
الثعالبي	عبد الملك بن محمد بن إسماعيل أبو منصور الثعالبي (المتوفى: 429هـ)	y
أبو بكر أحمد بن علي بن ثابت الخطيب	أحمد بن علي بن ثابت البغدادي	y
أبو إبراهيم إسماعيل بن يحيى المزني	إسماعيل المزني	y
ابن الجوزي	جمال الدين أبو الفرج عبد الرحمن بن علي بن محمد الجوزي (المتوفى: 597هـ) (منسوب خطأ في المطبوع لابن قيم الجوزية)	y
أبو بكر عبد الرزاق بن همام بن نافع الحميري اليماني الصنعاني (المتوفى: 211هـ)	عبد الرزاق الصنعاني	y
أبو بكر عبد الله بن أبي الدنيا	أبو بكر عبد الله بن محمد بن عبيد بن سفيان بن قيس البغدادي الأموي القرشي المعروف بابن أبي الدنيا (المتوفى: 281هـ)	y
أبو بكر أحمد بن إبراهيم الإسماعيلي	أحمد بن إبراهيم بن إسماعيل الإسماعيلي أبو بكر	y
أبو بكر جعفر بن محمد بن الحسن بن المستفاض الفريابي (المتوفى : 301هـ)	أبو بكر جعفر بن محمد بن الحسن بن المستفاض الفريابي (المتوفى: 301هـ)	y
الإمام الحافظ أبو بشر محمد بن أحمد بن حماد الدولابي	محمد بن أحمد الدولابي	y
أبو الفرج عبد الرحمن بن علي بن الجوزي	جمال الدين أبي الفرج عبد الرحمن ابن الجوزي	y
أبو الفتح محمد بن عبد الكريم بن أبى بكر أحمد الشهرستاني (المتوفى: 548هـ)	الشهرستاني	y
أبو البقاء العكبري	الشيخ الامام محب الدين أبي البقاء عبد الله بن الحسين العكبري الحنبلي	y
أبو بكر أحمد بن محمد ابن الحافظ الكبير أبي بكر أحمد بن موسى بن مردويه بن فورك بن موسى الأصبهاني (المتوفى: 498هـ)	ابن مردويه	y
أبو الحسن علي بن محمد بن محمد بن حبيب البصري البغدادي، الشهير بالماوردي (المتوفى: 450هـ)	البغدادي	n
أبو الفداء إسماعيل بن عمر بن كثير القرشي البصري ثم الدمشقي (المتوفى: 774هـ)	إسماعيل بن عمر بن كثير الدمشقي أبو الفداء	y
أبو البركات بدر الدين محمد بن محمد الغزي	محمد بن محمد بن محمد الغزي العامري الدمشقي، أبو البركات، بدر الدين ابن رضي الدين (المتوفى: 984هـ)	y
أبو منصور عبد الملك عبد الملك بن محمد بن إسماعيل الثعالبي	الثعالبي	y
أبو الفرج عبد الرحمن بن أبي الحسن الجوزي	جمال الدين أبو الفرج عبد الرحمن بن علي بن محمد الجوزي (المتوفى: 597هـ) (منسوب خطأ في المطبوع لابن قيم الجوزية)	y
أحمد بن الحسين بن علي البيهقي أبو بكر	أحمد بن الحسين بن علي بن موسى الخسروجردي الخراساني، أبو بكر البيهقي (المتوفى : 458هـ)	y
أبو بكر أحمد بن علي بن ثابت الخطيب البغدادي (المتوفى: 463هـ)	أحمد بن علي بن ثابت أبو بكر الخطيب البغدادي	y
أبو الحسن علي بن حبيب الماوردي	أبو الحسن علي بن محمد بن حبيب الماوردي البصري	y
أبو منصور عبد الملك عبد الملك بن محمد بن إسماعيل الثعالبي	عبد الملك بن محمد بن إسماعيل أبو منصور الثعالبي (المتوفى: 429 هـ)	y
أبو القاسم محمود بن عمرو بن أحمد، الزمخشري جار الله (المتوفى: 538 هـ)	محمود بن عمر الزمخشري	y
أبو الفرج عبد الرحمن بن علي بن الجوزي	جمال الدين أبو الفرج عبد الرحمن بن علي بن محمد الجوزي (المتوفى: 597هـ)	y
ابن الأثير	عز الدين بن الأثير أبي الحسن علي بن محمد الجزري	y
صديق بن حسن القنوجي	صديق بن حسن بن علي القنوجي	y
أبو القاسم إسماعيل بن أحمد بن عمر بن أبي الأشعث السمرقندي، الدمشقي المولد، البغدادي الوطن (المتوفى: 536هـ)	السمرقندي	m
أبو الحسن علي بن عمر بن أحمد بن مهدي بن مسعود بن النعمان بن دينار البغدادي الدارقطني (المتوفى : 385هـ)	علي بن عمر بن أحمد بن مهدي أبو الحسن الدارقطني البغدادي	y
أبو بكر أحمد بن يوسف بن خلاد بن منصور النصيبي ثم البغدادي العطار (المتوفى: 359هـ)	البغدادي	n
أبو الفضل محمد بن طاهر المقدسي المعروف بابن القيسراني	محمد بن طاهر المقدسي أبو الفضل	y
أبو منصور الثعالبي	أبو منصور عبد الملك عبد الملك بن محمد بن إسماعيل الثعالبي	y
أ. علي بن أحمد بن الأمين الريسوني	أحمد الريسوني	n
أبو بكر بن المقرئ (المتوفى: 381هـ)	أبو بكر محمد بن إبراهيم بن علي بن عاصم بن زاذان الأصبهاني الخازن، المشهور بابن المقرئ (المتوفى : 381هـ)	y
أبو الفضل زين الدين عبد الرحيم العراقي (المتوفى: 806هـ)	أبو الفضل زين الدين عبد الرحيم بن الحسين بن عبد الرحمن بن أبي بكر بن إبراهيم العراقي (المتوفى: 806هـ)	y
أحمد بن علي العسقلاني أبو الفضل	أحمد بن علي بن حجر أبو الفضل العسقلاني	y
أبو العلاء أحمد بن عبد الله بن سليمان بن محمد بن السليمان المعري	أبو العلاء المعري	m
أبو الفرج عبد الرحمن بن الجوزي الحنبلي	ابن الجوزي	y
أحمد بن علي أبو بكر الخطيب البغدادي	أحمد بن علي بن ثابت البغدادي أبو بكر	y
أبو الفضل زين الدين عبد الرحيم بن الحسين بن عبد الرحمن بن أبي بكر بن إبراهيم العراقي (المتوفى: 806هـ)	عبد الرحيم العراقي	y
أبو الفداء إسماعيل بن عمر بن كثير القرشي الدمشقي (المتوفى : 774هـ)	أبو الفداء إسماعيل بن عمر بن كثير القرشي الدمشقي (المتوفى: 774هـ)	y
أبو بكر أحمد بن علي بن ثابت الخطيب البغدادي (المتوفى: 463هـ)	الخطيب البغدادي	y
أبو القاسم البغوي	أبو القاسم عبد الله بن محمد بن عبد العزيز بن المرزبان بن سابور بن شاهنشاه البغوي (المتوفى: 317هـ)	y
أبو الفرج عبد الرحمن بن علي الجوزي	ابو الفرج عبد الرحمن بن علي بن الجوزي	y
الطبراني	سليمان بن أحمد بن أيوب الطبراني أبو القاسم	y
عبد الملك بن محمد بن إسماعيل أبو منصور الثعالبي	عبد الملك بن محمد بن إسماعيل أبو منصور الثعالبي (المتوفى : 429هـ)	y
الواحدي	علي بن أحمد الواحدي أبو الحسن	y
أبو الفضل عبد الرحمن جلال الدين السيوطي	السيوطي	y
أبو أحمد حميد بن مخلد بن قتيبة بن عبد الله الخرساني المعروف بابن زنجويه (المتوفى : 251هـ)	أحمد بن عبد الله العمري	n
الثعالبي	عبد الملك بن محمد بن إسماعيل أبو منصور الثعالبي (المتوفى : 429هـ)	y
إبراهيم بن علي بن يوسف الشيرازي أبو إسحاق	إبراهيم بن علي بن يوسف الفيروزآبادي الشيرازي أبو إسحاق	y
أبو الحسن علي بن عبد الله بن محمد بن محمد ابن الحسن الجذامي النباهي المالقي الأندلسي (المتوفى: نحو 792هـ)	عبد الله بن محمد الأندلسي أبو محمد	n
أبو الفرج عبد الرحمن بن الجوزي	أبو الفرج عبد الرحمن بن علي بن محمد بن علي بن الجوزي	y
أبو الوليد محمد بن عبد الله بن أحمد الأزرقي	أحمد محمد عبد الله	n
أبو الفرج عبد الرحمن ابن الجوزي	عبد الرحمن بن الجوزي أبو الفرج	y
أبو الفضل عبد الرحيم بن الحسين العراقي	زين الدين أبو الفضل عبد الرحيم بن الحسين العراقي	y
أبو عبد الله محمد بن فتوح بن عبد الله الحميدي (المتوفى : 488هـ)	محمد بن عبد الله بن محمد اللواتي أبو عبد الله	n
أبو الحسن محمد بن عبد الله بن زكريا بن حيويه النيسابوري المصري (المتوفى : 366هـ)	أبو الحسن محمد بن عبد الله بن زكريا بن حيويه النيسابوري ثم المصري الشافعي (المتوفى: 366هـ)	y
أبو بكر بن أبي شيبة	أبو بكر عبد الله بن محمد بن أبي شيبة الكوفي	y
آية الله العظمى السيد محمد سعيد الطباطبائي الحكيم	السيد محسن الطباطبائي الحكيم	m
أبو بكر بن أبي داود، عبد الله بن سليمان بن الأشعث الأزدي السجستاني (المتوفى: 316هـ)	عبد الله بن سليمان السجستاني	y
أبو العباس أحمد بن محمد بدر الدين ابن محمد شمس الدين ابن علي نور الدين ابن حجر الهيتمي	ابن حجر	n
عبد الله بن عدي	عبد الله بن عدي الجرجاني أبو أحمد	y
أبو العباس محمد بن يزيد المبرد	محمد بن يزيد المبرد، أبو العباس (المتوفى: 285هـ)	y
أبو الفرج عبد الرحمن بن الجوزي	جمال الدين أبي الفرج عبد الرحمن بن الجوزي	y
عبد الرزاق الصنعاني	عبد الرزاق بن همام الصنعاني	y
أبو الفضل محمد بن طاهر بن علي بن أحمد المقدسي الشيباني، المعروف بابن القيسراني (المتوفى: 507هـ)	الشيباني	n
القاضي عياض	القاضي عياض بن موسى اليحصبي	y
أبو أحمد الحسن بن عبد الله العسكري (المتوفى : 382هـ)	الحسن بن أحمد بن عبد الله أبو علي	n
الطبراني	سليمان بن أحمد بن أيوب بن مطير اللخمي الشامي، أبو القاسم الطبراني (المتوفى : 360هـ)	y
أحمد بن علي بن ثابت أبو بكر الخطيب البغدادي	أحمد بن علي بن ثابت البغدادي	y
سليمان بن أحمد بن أيوب الطبراني أبو القاسم	سليمان بن أحمد بن أيوب بن مطير اللخمي الشامي، أبو القاسم الطبراني (المتوفى: 360هـ)	y
أبو الحارث سريج بن يونس بن إبراهيم البغدادي (المتوفى: 235هـ)	البغدادي	n
أبو بكر محمد بن جعفر بن محمد بن سهل بن شاكر الخرائطي (المتوفى : 327هـ)	أبو بكر محمد بن جعفر بن محمد بن سهل بن شاكر الخرائطي (المتوفى: 327هـ)	y
أبو الحسن محمد بن عبد الله بن زكريا بن حيويه النيسابوري المصري (المتوفى : 366هـ)	أبو عبد الله المصري	n
أبو البقاء العكبري	أبو البقاء عبد الله بن الحسين العكبري	y
أحمد بن علي بن ثابت البغدادي	أحمد بن علي بن ثابت البغدادي أبو بكر	y
أبو المجد اسعد بن إبراهيم الشيباني الإربلي المعروف بمجد الدين النشابي الكاتب (المتوفى : 657هـ)	الشيباني	n
الليث بن سعد	الليث بن سعد بن عبد الرحمن الفهمي المصري	y
أبو الفضل أحمد بن الحسين بن يحيى بديع الزمان الهمذاني (المتوفى: 398هـ)	بديع الزمان الهمذاني	m
أبو بكر أحمد بن الحسين بن علي بن عبد الله البيهقي	البيهقي	y
(أمالي) محمد أنور شاه بن معظم شاه الكشميري الهندي ثم الديوبندي (المتوفى: 1353هـ)	محمد أنور شاه بن معظم شاه الكشميري الهندي (المتوفى: 1353هـ)	y
أبو البقاء العكبري	أبو البقاء عبد الله بن الحسين بن عبد الله العكبري البغدادي محب الدين (المتوفى: 616هـ)	y
تقي الدين السبكي	تقي الدين علي بن عبد الكافي السبكي (المتوفى : 756هـ)	y
أبو الحسن سيد الدين علي بن أبي علي بن محمد بن سالم الثعلبي الآمدي (المتوفى: 631هـ)	محمد الحسن الآمدي	n
الأنصاري الهروي	عبد الله الأنصاري الهروي	y
أبو بكر بن المقرئ (المتوفى: 381هـ)	المقرئ	n
أبو الحسن علي بن خلف بن عبد الملك بن بطال البكري القرطبي	البكري	n
أبو الفضل عبد الرحمن بن أحمد بن الحسن الرازي المقرىء (المتوفى: 454هـ)	الرازي	n
أبو الفرج عبد الرحمن بن علي بن محمد بن علي بن الجوزي	جمال الدين أبو الفرج عبد الرحمن بن علي بن محمد الجوزي (المتوفى: 597هـ) (منسوب خطأ في المطبوع لابن قيم الجوزية)	y
أ. د. محمد السيد الجليند	محمد السيد الجليند	y
أبو البركات	أبو البركات عبد الرحمن بن محمد بن أبي سعيد الأنباري النحوي	n
أبو المنذر سلمة بن مسلم بن إبراهيم الصحاري العوتبي (العماني الإباضي) نسبة الى عوتب وهي منطقة في صحار كانت تسمى في القديم :عوتب الخيام (المتوفى : 511هـ)	أبو المنذر سلمة بن مسلم بن إبراهيم الصحاري العوتبي (العماني الإباضي) نسبة الى عوتب وهي منطقة في صحار كانت تسمى في القديم: عوتب الخيام (المتوفى: 511هـ)	y
أحمد بن حجر العسقلاني	أحمد بن علي بن حجر	y
السمعاني	منصور بن محمد السمعاني أبو المظفر	y
عبد الله بن محمد البغوي	عبد الله بن محمد بن عبد العزيز بن المرزبان البغوي أبو القاسم	y
إبراهيم بن علي بن يوسف الفيروزآبادي الشيرازي أبو إسحاق	إبراهيم بن علي بن يوسف الفيروزأبادي الشيرازي أبو إسحاق	y
أحمد بن عبد الله العمري	أحمد بن يحيى بن فضل الله القرشي العدوي العمري، شهاب الدين (المتوفى: 749هـ)	m
عبد الله بن سليمان الأشعث أبو بكر	عبد الله بن سليمان السجستاني	y
أحمد بن الحسين بن علي البيهقي أبو بكر	أحمد بن الحسين بن علي بن موسى الخسروجردي الخراساني، أبو بكر البيهقي (المتوفى: 458هـ)	y
زين الدين أبو الفضل عبد الرحيم بن الحسين العراقي	عبد الرحيم العراقي	y
[ينسب لـ] عبد الملك بن محمد بن إسماعيل أبو منصور الثعالبي (المتوفى: 429هـ)	أبي منصور عبد الملك بن محمد بن إسماعيل الثعالبي	y
أبو الفضل زين الدين عبد الرحيم العراقي (المتوفى: 806هـ)	زين الدين أبو الفضل عبد الرحيم بن الحسين العراقي	y
أحمد بن عبد الله العمري	شمس الدين محمد بن عبد الله بن أحمد، الخطيب العمري التمرتاشي الغزي الحنفي (المتوفى: 1004 هـ)	m
أبو الوليد إسماعيل بن محمد بن عامر بن حبيب الحميري (المتوفى: نحو 440هـ)	الحميري	n
أبو الحسن علي بن محمد بن حبيب البصري البغدادي الماوردي	الماوردي	y
أبو البركات كمال الدين عبد الرحمن بت محمد بن عبيد الله بن أبي سعيد الأنباري	عبد الرحمن بن محمد بن عبيد الله الأنصاري، أبو البركات، كمال الدين الأنباري (المتوفى: 577هـ)	y
أبو بكر عبد الله بن سليمان بن الأشعث السجستاني	عبد الله بن سليمان الأشعث أبو بكر	y
أبو بكر أحمد بن الحسين البيهقي	أبو بكر أحمد بن الحسين بن علي بن عبد الله البيهقي	y
جمال الدين أبو الفرج عبد الرحمن بن علي بن محمد الجوزي (المتوفى: 597هـ)	عبد الرحمن بن علي بن محمد أبو الفرج	y
أبو الحسن ظهير الدين علي بن زيد بن محمد بن الحسين البيهقي، الشهير بابن فندمه (المتوفى: 565هـ)	البيهقي	n
أبو بكر أحمد بن موسى بن العباس بن مجاهد البغدادي	البغدادي	n
أبو المنذر هشام بن محمد أبي النضر ابن السائب ابن بشر الكلبي (المتوفى: 204هـ)	أبو المنذر هشام بن محمد بن السائب الكلبي (المتوفى: 204هـ)	y
أبو الحارث الليث بن سعد بن عبد الرحمن الفهمي المصري (المتوفى: 175هـ)	أبو عبد الرحمن المصري	n
أحمد بن الحسين بن علي بن موسى الخسروجردي الخراساني، أبو بكر البيهقي (المتوفى: 458هـ)	البيهقي	y
ابن الجوزي	عبد الرحمن بن علي بن محمد الجوزي	y
جمال الدين أبو الفرج عبد الرحمن بن علي بن محمد الجوزي (المتوفى: 597هـ)	جمال الدين أبي الفرج عبد الرحمن بن الجوزي	y
أبو إسحاق إبراهيم بن إسحاق بن إبراهيم بن بشير البغدادي الحربي (المتوفى: 285هـ)	البغدادي	n
أحمد بن علي بن عبد القادر بن محمد المقريزي (المتوفى : 845هـ)	تقي الدين أحمد بن علي المقريزي	y
أبو الفرج عبد الرحمن بن علي الجوزي	عبد الرحمن بن علي بن محمد أبو الفرج	y
محمد بن أحمد بن أحمد بن رشد القرطبي أبو الوليد	محمد بن أحمد بن محمد بن رشد القرطبي أبو الوليد	y
أبو الحسن الدارقطني	أبو الحسن علي بن عمر بن أحمد بن مهدي بن مسعود بن النعمان بن دينار البغدادي الدارقطني (المتوفى : 385هـ)	y
أبو الحسن علي بن أبي الكرم محمد بن محمد بن عبد الكريم الشيباني	عز الدين بن الأثير أبي الحسن علي بن محمد الجزري	y
أبي منصور عبد الملك بن محمد بن إسماعيل الثعالبي	عبد الملك بن محمد بن إسماعيل أبو منصور الثعالبي	y
أبو الحسين محمد بن المظفر (المتوفى: 379هـ)	أبو الحسين محمد بن المظفر بن موسى بن عيسى بن محمد البغدادي	y
أبو القاسم الحسن بن محمد بن حبيب النيسابوري (المتوفى : 406هـ)	أبو القاسم الحسن بن محمد بن حبيب النيسابوري (المتوفى: 406هـ)	y
أبو القاسم شهاب الدين عبد الرحمن بن إسماعيل بن إبراهيم المقدسي الدمشقي المعروف بأبي شامة (المتوفى: 665هـ)	عبد الرحمن بن إسماعيل أبو شامة	y
أبو القاسم علي بن الحسن بن هبة الله المعروف بابن عساكر (المتوفى : 571هـ)	ثقة الدين، أبو القاسم علي بن الحسن بن هبة الله المعروف بابن عساكر (المتوفى: 571هـ)	y
أبو الفرج عبد الرحمن بن الجوزي	عبد الرحمن بن علي بن محمد بن الجوزي أبو الفرج	y
أبو الفتح محمد بن الحسين بن أحمد بن عبد الله بن بريدة الموصلي الأزدي (المتوفى: 374هـ)	عبد الله الموصلي	m
أبو الحسن علي بن محمد بن محمد بن حبيب البصري البغدادي، الشهير بالماوردي (المتوفى : 450هـ)	أبو الحسن علي بن محمد بن محمد بن حبيب البصري البغدادي، الشهير بالماوردي (المتوفى: 450هـ)	y
أبو الحسن علي بن عمر بن أحمد الدارقطني	الدارقطني	y
أبو بكر أحمد بن علي بن ثابت الخطيب	أحمد بن علي أبو بكر الخطيب البغدادي	y
أبو القاسم شهاب الدين عبد الرحمن بن إسماعيل بن إبراهيم المقدسي الدمشقي المعروف بأبي شامة (المتوفى: 665هـ)	عبد الرحمن بن إسماعيل بن إبراهيم المقدسي أبو شامة	y
أحمد بن علي بن حجر	أحمد بن علي بن محمد بن حجر العسقلاني	y
أبو الفرج عبد الرحمن بن أبي الحسن الجوزي	أبو الفرج عبد الرحمن بن علي بن محمد بن علي بن الجوزي	y
أبو الحسن علي بن عمر بن أحمد بن مهدي بن مسعود بن النعمان بن دينار البغدادي الدارقطني (المتوفى : 385هـ)	علي بن عمر الدارقطني	y
أبو القاسم محمود بن عمرو بن أحمد، الزمخشري جار الله (المتوفى : 538هـ)	أبو القاسم محمود بن عمرو بن أحمد، الزمخشري جار الله (المتوفى: 538 هـ)	y
أبو بكر بن أبي عاصم وهو أحمد بن عمرو بن الضحاك بن مخلد الشيباني (المتوفى: 287هـ)	عمرو بن أبي عاصم	y
أبو بكر أحمد بن الحسين البيهقي	أحمد بن الحسين البيهقي	y
أبو الحسن علي بن خلف بن عبد الملك بن بطال البكري القرطبي	القرطبي	n
أبي الفرج عبد الرحمن بن الجوزي	ابن الجوزي	y
الدارقطني	علي بن عمر بن أحمد بن مهدي أبو الحسن الدارقطني البغدادي	y
أبو البركات عبد الله بن أحمد بن محمود حافظ الدين النسفي (المتوفى: 710هـ)	النسفي	n
أبو الحسن على بن الحسين بن على المسعودي (المتوفى : 346هـ)	أبو الحسن على بن الحسين بن على المسعودي (المتوفى: 346هـ)	y
أحمد بن عمرو بن أبي عاصم الشيباني أبو بكر	عمرو بن أبي عاصم	y
السبكي	علي بن عبد الكافي السبكي	y
أبو الحسنات محمد عبد الحي اللكنوي الهندي	محمد عبد الحي بن محمد عبد الحليم الأنصاري اللكنوي الهندي، أبو الحسنات (المتوفى: 1304هـ)	y
أبو اسحاق إبراهيم بن علي بن يوسف الشيرازي (المتوفى: 476هـ)	إبراهيم بن علي بن يوسف الفيروزأبادي الشيرازي أبو إسحاق	y
أحمد بن علي بن ثابت الخطيب البغدادي	الخطيب البغدادي	y
علي بن أبي بكر الهيثمي	علي بن أبي بكر الهيثمي أبو الحسن	y
أبو الفرج عبد الرحمن بن علي بن الجوزي	أبو الفرج عبد الرحمن بن علي بن محمد بن علي بن عبيد الله بن عبد الله بن هادي بن أحمد بن محمد بن جعفر الجوزي	y
أبو الفرج عبد الرحمن بن الجوزي	أبو الفرج عبد الرحمن بن علي بن محمد بن علي بن عبيد الله بن عبد الله بن هادي بن أحمد بن محمد بن جعفر الجوزي	y
أبو الفرج عبد الرحمن بن علي بن محمد بن علي بن عبيد الله بن عبد الله بن هادي بن أحمد بن محمد بن جعفر الجوزي	جمال الدين أبو الفرج عبد الرحمن بن علي بن محمد الجوزي (المتوفى: 597هـ)	y
أبو الفرج عبد الرحمن بن علي بن الجوزي	ابو الفرج عبد الرحمن بن علي بن الجوزي	y
عبد الله الأنصاري الهروي	عبد الله بن محمد الهروي	y
أبو القاسم محمود بن عمر الزمخشري	محمود بن عمر الزمخشري	y
أبو الفرج عبد الرحمن بن الجوزي الحنبلي	عبد الرحمن بن أحمد بن رجب الحنبلي	n
ابو الفرج عبد الرحمن بن علي بن الجوزي	عبد الرحمن بن الجوزي أبو الفرج	y
أبو عبد الله محمد بن فتوح بن عبد الله الحميدي (المتوفى : 488هـ)	عبد الله بن محمد الأندلسي أبو محمد	n
أبو الفرج عبد الرحمن بن علي الجوزي	أبو الفرج عبد الرحمن بن علي بن الجوزي	y
[ينسب لـ] عبد الملك بن محمد بن إسماعيل أبو منصور الثعالبي (المتوفى: 429هـ)	أبو منصور عبد الملك عبد الملك بن محمد بن إسماعيل الثعالبي	y
أبو الحسن تقي الدين علي بن عبد الكافي السبكي (المتوفى: 756هـ)	السبكي	y
[ينسب لـ] عبد الملك بن محمد بن إسماعيل أبو منصور الثعالبي (المتوفى: 429هـ)	عبد الملك بن محمد بن إسماعيل أبو منصور الثعالبي (المتوفى: 429هـ)	y
أبو الحسن علي بن أبي الكرم محمد بن محمد بن عبد الكريم الشيباني	أبو الحسن علي بن أبي الكرم محمد بن محمد بن عبد الكريم بن عبد الواحد الشيباني الجزري، عز الدين ابن الأثير (المتوفى: 630هـ)	y
أحمد بن عمرو بن أبي عاصم الشيباني	عمرو بن أبي عاصم	y
أبو اسحاق إبراهيم بن علي بن يوسف الشيرازي (المتوفى: 476هـ)	أبي إسحاق إبراهيم بن علي الشيرازي	y
أبو القاسم عبد الرحمن بن عبد الله بن أحمد السهيلي (المتوفى: 581هـ)	عبد الرحمن بن عبد الله السهيلي أبو القاسم	y
إسماعيل بن عمر بن كثير الدمشقي أبو الفداء	إسماعيل بن عمر بن كثير القرشي أبو الفداء	y
أبو الحسن ظهير الدين علي بن زيد البيهقي، الشهير بابن فندمه (المتوفى: 565هـ)	البيهقي	n
أبو القاسم تمام بن محمد بن عبد الله بن جعفر بن عبد الله بن الجنيد البجلي الرازي ثم الدمشقي (المتوفى: 414هـ)	تمام بن محمد الدمشقي	y
